Comment,Location,UserId,Compound,Negative,Neutral,Positive,PublishedDate,UpdateDate
"These are convenient for if you want to pick something up near work for example, instead of home.  You can pick anywhere for them to deliver it to.  Returns are easier too, just leave it in the locker - 24/7.", ,Habitual Line Stepper,0.4404,2.9000000000000004,87.2,9.9,2018-03-26 03:03:14,2018-03-26 03:03:14
"@Guardian Damn this made me laugh to a MF,& hit close to home.Same reason and I live in a gated community now.", ,Alex Lion,0.2263,11.600000000000001,73.0,15.5,2019-03-24 06:28:32,2019-03-24 06:28:32
i use it because i live in the ghetto and mother fuckers be stealing shite, ,Guardian,-0.8225,40.9,59.099999999999994,0.0,2018-11-23 18:42:23,2018-11-23 18:42:23
Only if you are near one right? Or pass by one on the way to work., ,BeatTheBush,0.0,0.0,100.0,0.0,2018-03-26 08:05:14,2018-03-26 08:05:14
I would use the lockers if they had them close to me. Living in rural USA none close to me though. My borough where I live has almost non existent crime so not to worried about a box on the porch. Neighbors are good and keep on eye on stuff here., ,Mr J-Charles,0.206,6.1,84.39999999999999,9.5,2018-03-25 15:25:03,2018-03-25 15:25:03
Ahh... no problem then. It's just fun to use some new things just to try it out., ,BeatTheBush,-0.1531,22.1,63.1,14.899999999999999,2018-03-25 21:01:23,2018-03-25 21:01:23
How long do they give you to pick up your package?, ,southbound1969,0.0,0.0,100.0,0.0,2018-03-25 04:58:45,2018-03-25 04:58:45
Sartaj Singh Bal no you are fucked, ,TheBGChannnel,-0.765,56.89999999999999,43.1,0.0,2018-04-09 22:14:01,2018-04-09 22:14:01
3 Days, ,BeatTheBush,0.0,0.0,100.0,0.0,2018-03-25 05:08:29,2018-03-25 05:08:29
"they are good, however they quickly fill up, especially when you live an area where a lot of Amazon members in your area. \ni'm exploring the idea of getting those PO box, since i order a lot.", ,Ryan Giron,-0.186,10.9,77.60000000000001,11.5,2018-03-24 13:05:45,2018-03-24 13:05:45
"Good point. But I would think if they fill up often, they will eventually add another one?", ,BeatTheBush,0.2382,0.0,88.5,11.5,2018-03-24 19:16:21,2018-03-24 19:16:21
Eventually everyone will have one of these lockers in their home.  Nah probably not but could you imagine items instantly appearing after you press the buy it now button...\U0001f917, ,Johnnie Walker,-0.0516,4.1000000000000005,95.89999999999999,0.0,2018-03-24 04:08:00,2018-03-24 04:08:00
"@BeatTheBush, or use a slingshot and take your neighbors toilet paper for yourself?", ,Preston Whitaker,0.0,0.0,100.0,0.0,2019-05-30 04:09:13,2019-05-30 04:09:13
"If they let their drones deliver, I can see within 1 hour. Maybe you go outside and intercept the dropped package? Lol.", ,BeatTheBush,0.4215,0.0,87.2,12.8,2018-03-24 04:46:03,2018-03-24 04:46:03
"Kind of like Epcot , you feel like you are flying , ps so glad you are back , hope you had a wonderful time.                       K", ,Keith,0.9378,0.0,50.8,49.2,2018-03-23 21:54:33,2018-03-23 21:54:33
I did! Yes it is... except you don't feel the physical forces of flying., ,BeatTheBush,0.4574,0.0,80.0,20.0,2018-03-24 00:48:29,2018-03-24 00:48:29
"Hey BTB,  I was just looking for a villa in Tuscany  Italy.\nwhen a realized how much I truly love your drone footage\nPLEASE !  Do more , I grow up in a working class railroad town,\nyou could run track , play foot ball ,or wrestling  or you  just  didn't exist ! \nI wanted to learn ballot ,so i might as i might feel  as  i was fling thru the air  just like like a drone ,\n  but my father would have kicked my ass!!!!!!!!!!!!!!\nI left town , I'm brilliant in math ,economics as well a designer and builder homes\nHe has passed now , I think he is proud of me just the way.  I'm am ,and loves me just the same !", ,Keith,0.9798,0.0,76.9,23.1,2018-03-23 19:32:40,2018-03-23 19:32:40
Oh... I bet you are referring to the Mavic Pro vids. That is with a FPV headmount which does make you feel like flying. It's awesome., ,BeatTheBush,0.765,0.0,76.9,23.1,2018-03-23 20:02:22,2018-03-23 20:02:22
Again Francis, ,sunshine c,0.0,0.0,100.0,0.0,2018-03-23 06:50:41,2018-03-23 06:50:41
HA HA. Yeah. I think you should not have gotten a notification. I just slide it back in after I made a few changes., ,BeatTheBush,0.8159,0.0,65.4,34.599999999999994,2018-03-23 19:48:21,2018-03-23 19:48:21
BeatTheBush  you showed this video already, ,sunshine c,0.0,0.0,100.0,0.0,2018-03-23 15:09:28,2018-03-23 15:09:28
Again what?, ,BeatTheBush,0.0,0.0,100.0,0.0,2018-03-23 07:47:41,2018-03-23 07:47:41
I see lithium danger stickers !, ,Jay Fisk,-0.5707,55.2,44.800000000000004,0.0,2018-03-23 05:52:16,2018-03-23 05:52:16
You would make a good spy. 2 men in black will be visiting you soon. Did you notice the mustache?, ,obsolete professor,0.4404,0.0,85.39999999999999,14.6,2018-03-23 18:32:08,2018-03-23 18:32:08
Oh yeah... it's a quadcopter. Lol., ,BeatTheBush,0.4215,0.0,58.8,41.199999999999996,2018-03-23 07:47:19,2018-03-23 07:47:19
You might notice that I never sleep. It might appear that way. HA HA., ,BeatTheBush,0.7404,0.0,63.7,36.3,2018-03-23 19:50:44,2018-03-23 19:50:44
Ha ha... otherwise it was a pain to call in., ,BeatTheBush,-0.2263,26.0,55.1,18.9,2018-03-23 07:44:26,2018-03-23 07:44:26
"i love using Amazon Lockers. i stay in an apartment complex and dont know the neighbors at all so leaving my packages at my door is too risky. I have a AL 11 mins away from me so its no biggie to drive there. If you ordering from Amazon and in fear of ""Porch Pirates"", please use the lockers. The one thing Amazon can do is make bigger lockers for bigger items though", ,iBeGaming2,0.4804,9.3,76.2,14.499999999999998,2019-03-04 00:40:49,2019-03-04 00:40:49
"""especially frustrating"" talk about being a drama queen", ,Thomas W,-0.4927,34.699999999999996,65.3,0.0,2019-01-16 23:47:29,2019-01-16 23:47:36
It's too popular..., ,Cloud's Bike Hacks,0.0,0.0,100.0,0.0,2018-10-14 10:27:20,2018-10-14 10:27:20
Please Amazon! Add a Locker to Eden NC some time in the future., ,SakuraandSesshomaru,0.5093,0.0,70.0,30.0,2018-09-02 20:12:55,2018-09-02 20:12:55
"Well besides you\u2019re in one of the biggest city\u2019s in the world, it appears you are a bit inept, why would you wander around looking for it instead of asking where it was?", ,Shawn,0.2732,0.0,93.7,6.3,2018-07-12 21:42:59,2018-07-12 21:42:59
Makes me feel like im on a mini side mission in gta 5 :), ,Xiuhcoatl,0.6705,0.0,64.5,35.5,2018-06-21 23:56:09,2018-06-21 23:56:09
Too large means mostly useless to me., ,Slappysan,-0.4215,31.8,68.2,0.0,2018-06-09 17:05:54,2018-06-09 17:05:54
"I came across a place where there are numerous free codes available. Search in Google as: ""Genxcode4U"", to get fresh exposing codes.", ,\u0418\u043d\u043d\u0430 \u0426\u0432\u0435\u0442\u043a\u043e\u0432\u0430,0.5423,8.5,68.8,22.7,2018-04-20 21:14:03,2018-04-20 21:14:03
whats my locker name?, ,Junior Gabe,0.0,0.0,100.0,0.0,2018-04-04 02:31:30,2018-04-04 02:31:30
I don\u2019t understand why people would use an Amazon locker when they could just buy a dropsak on Amazon., ,Bronx & Harlem apartment rentals,0.34,0.0,81.5,18.5,2018-04-01 14:58:17,2018-04-01 14:58:17
"Hello, guess what happened!! I got great codes from codenimi. If you also want 100% true coupons then enter in google as ""Codenimi Free"". There are n ""number"" of authentic codes there.", ,Juan Russo,0.8309,0.0,75.5,24.5,2018-02-01 02:19:59,2018-02-01 02:19:59
"Everyone acts like this is some radical new idea, but go to your local Sears store and they've got a pickup room just like that, fancy machines and everything. They'll even bring it out to your car if you don't feel like going in. Kmart has the same service, only you go to a cash register and they bring your order to you (or you can also do the in-car pickup). They also have a service that does all your shopping for you - at any store- for free, and you then come to Kmart to pick it up. Or, there's the MyGofer stores, which are exclusively for online pickup and have *same-day delivery* . But I guess people are too busy going out of their way to pay more on Amazon to notice that better options have existed for years.", ,Jonathan Bishop,0.9546,1.0999999999999999,86.1,12.8,2018-01-19 23:08:50,2018-01-19 23:09:42
Thank you very much for sharing your experience! Think I'll stick with home delivery for the time being., ,R.B. P.,0.7055,0.0,73.2,26.8,2017-12-31 21:48:26,2017-12-31 21:48:26
be easier if I can just pick up items at the local Amazon warehouse, ,Z kai,0.5423,0.0,71.0,28.999999999999996,2017-11-21 08:52:47,2017-11-21 08:52:47
"I dont live in NY, but I do live in west philadelphia. There was a locker a twenty minute walk from me, which was usual for getting to the main part (penn university city) of west philadelphia. I didnt have to search for one, it just said as I was checking out that there was one near me and I'd get my items the same day If i chose to pick it up. The amazon app alerted me that it had been delivered at around 8pm, and I ordered the items at about 10am. I took the trolley there (only took maybe 10 mins), entered my code, and voila! Completely hassle free!", ,unbiasedonion,0.8177,0.0,93.10000000000001,6.9,2017-11-11 23:33:45,2017-11-11 23:33:45
I can NOW order a Fleshlight LOL, ,wingzerox100,0.5473,0.0,53.1,46.9,2017-09-14 06:46:00,2017-09-14 06:46:00
Same lmfao, ,blueberrycharm,0.5423,0.0,22.2,77.8,2019-05-04 05:39:30,2019-05-04 05:39:30
"Then you trip and fall, the a hot milf picks it up for you, and sees the label. :P", ,Xiuhcoatl,0.4084,0.0,86.2,13.8,2018-06-21 23:58:50,2018-06-21 23:58:50
thats exactly what im using it for lmao, ,Nans Florent,0.5994,0.0,64.2,35.8,2017-10-23 18:54:24,2017-10-23 18:54:24
"Amazon has no control over the fact that you are an idiot...  there's no reason to enter a credit/debit card.   It's a shipping option.  Just ""add an address"" on your account, and search for the most convenient locker location.\n\nJeez...  There was a guy who posted a vid showing his small children using it without any problems ( other than the locker being too high for them, so Dad had to give an assist there).\n\nGod, people are stupid.  The human race is doomed...", ,Igor Schmidlapp,-0.5916,9.3,86.0,4.7,2017-07-17 01:54:26,2017-07-17 01:54:26
"You are a meanie.\nTry to be kind, to everyone. It will make our crazy world a better place!!!", ,Gina Runkle,0.6981,10.6,57.599999999999994,31.8,2018-10-05 00:04:51,2018-10-05 00:04:51
Like you never made a mistake in your life - no need to come off arrogant by calling him names, ,skyline,-0.2177,22.6,58.5,19.0,2018-03-04 20:26:13,2018-03-04 20:26:13
love the idea, ,R\u0131fat Erdem Sahin,0.6369,0.0,32.300000000000004,67.7,2017-06-27 17:46:56,2017-06-27 17:46:56
"what if the amazon informs me that there is nobody stay when the packet delivered; then told me that my packet was on the amazon locker, but they don't give the code? it's strange", ,Adi Purwandana,-0.128,6.1,86.4,7.5,2017-03-29 18:03:07,2017-03-29 18:03:07
I found a locker on my block in San Jose no issues. Had to order an different brand item at mostly the same price because the delivery would not be fulfilled by amazon., ,vaporizethis,-0.6939,20.599999999999998,74.7,4.7,2017-03-14 06:37:02,2017-03-14 06:37:02
"I was thinking about this for the East Village and found this. Very relevant video, thanks. I won't even bother trying it.", ,negakurai,0.6369,0.0,77.60000000000001,22.400000000000002,2016-10-25 08:37:16,2016-10-25 08:37:16
"This is definitely a positive addition to Amazon's services as they continue to grow. I personally love to order online, but I hate the uncertainty over whether a package is delivered to me or at the apartment complex office. Even when packages require signature anybody can walk up and sign for a package. So even when I have Amazon's convenient  same day, next day, and 2 day deliveries to allow myself to me available throughout my day off there is still that concern that my package will get stolen. Whenever I see ""USPS"" I know without a doubt that the package will be sent to the office unless it's extremely small to fit in the extremely small mailboxes. You would think that this would be the safest location when getting deliveries. That might be the case in some apartment complexes. However, I live in one where anyone could just walk in and grab the package. I remember the one time this happened when I went to pick up a packaged that showed delivered m package was placed on the floor not far from the entrance that I came in. All it would have taken is the office worker to leave the door open/unlocked while going some place else for someone to snatch my package. There was a time where I've gone inside the office building and nobody was in the office, but the doors were open. So I am aware of those possibilities. Whenever I see UPS or Fedex I'm relieved because most times they will make door visits and plus they allow you to have your package picked up at the facility.\n\nI see what they're doing with this Locker thing which is awesome, but I can see a point where much larger lockers could be place specifically in fulfillment centers. Could you imagine ordering something from Amazon that is at a Fulfillment Center already and being able to pick it up in less than an hour. That would be remarkable. Heck they can go the extra mile and do what Walmart and other retail/grocery competitors are doing with the drive-thru/up pick-up.Front-End associates could delivery packages right to someone's back seat or trunk.", ,Leo Theo,0.9636,3.6999999999999997,86.8,9.5,2016-10-06 07:41:45,2016-10-06 07:41:45
"I have only had good experiences with these kind of lockers but then again, i don't live in a mega-city and don't use amazon.", ,Uhmu,0.0446,7.8,83.6,8.6,2016-09-26 11:47:14,2016-09-26 11:47:14
Lol, ,urb8t,0.4215,0.0,0.0,100.0,2016-09-24 22:33:09,2016-09-24 22:33:09
That's the Gristedes near Bleecker Street Records? There's a Locker around my way but this seems like too much of a hassle., ,Tone Riggz,0.5023,0.0,85.39999999999999,14.6,2016-09-24 20:01:54,2016-09-24 20:01:54
No problem!, ,Insane Insomniac,-0.636,100.0,0.0,0.0,2016-09-25 19:36:10,2016-09-25 19:36:10
It doesn't cost anything more. It costs just as much as getting it delivered to your mailbox., ,Insane Insomniac,0.0,0.0,100.0,0.0,2016-09-25 06:18:46,2016-09-25 06:18:46
Got to see an Amazon Ad., ,timmyRS,0.1779,0.0,74.6,25.4,2016-09-24 19:22:23,2016-09-24 19:22:23
ist our Inpost ;], ,Books of truth,0.1531,0.0,65.2,34.8,2016-09-24 18:07:30,2016-09-24 18:07:30
"I know you don't care, but this is the first comment", ,Tom Marland,-0.2057,16.8,83.2,0.0,2016-09-24 18:03:26,2016-09-24 18:03:26
"Well, I do care.  That's quite an achievement and you should be really, really proud! No, really!", ,daluke61,0.7791,11.3,49.4,39.300000000000004,2017-07-02 00:43:50,2017-07-02 00:43:50
Lockers are great if you dont want your packages stolen by dick heads, ,Yuriy Pasternak,-0.3863,37.1,43.2,19.7,2018-07-04 01:29:49,2018-07-04 01:29:49
"Yes, they are. We're out away from the city and we have relatives living all around so we watch for each other. I would definitely use a locker for pickup if I lived in the city.", ,TexR6S,0.6597,0.0,85.2,14.799999999999999,2018-07-13 17:57:49,2018-07-13 17:57:49
Don't they just pick up returns from your house?, ,andy.tv,0.0,0.0,100.0,0.0,2017-11-05 23:34:04,2017-11-05 23:34:04
"Depends on how it was shipped, I think. I didn't have that option with this return.", ,TexR6S,0.0,0.0,100.0,0.0,2017-11-16 15:31:49,2017-11-16 15:31:49
Nice video thank you ^^ (and nice Bike ;p), ,Danny,0.7964,0.0,42.6,57.4,2017-08-22 16:30:01,2017-08-22 16:30:01
Ayyyy thanks!, ,TexR6S,0.4926,0.0,23.9,76.1,2017-08-23 18:41:18,2017-08-23 18:41:18
"hey, is there a package size limit for these Amazon lockers?? cheers!", ,AvidTeaDrinker63 #,0.6654,0.0,62.3,37.7,2017-08-04 23:37:52,2017-08-04 23:39:34
"Yep! Maximum of 20 lbs and the box has to be smaller than\xa019"" x 12"" x 14."" That's the size of the largest locker. Cheers!", ,TexR6S,0.7081,0.0,78.10000000000001,21.9,2017-08-08 03:17:14,2017-08-08 03:17:14
You do know that Amazon Prime includes Prime Video and Prime Music for free streaming selections?, ,Igor Schmidlapp,0.6124,0.0,73.7,26.3,2017-07-17 01:15:10,2017-07-17 01:15:10
"Yes, I do, and those are awesome too. Thanks for the tips, though!", ,TexR6S,0.8748,0.0,47.4,52.6,2017-07-21 17:16:16,2017-07-21 17:16:16
I would love to know how to fucking use the dam thing. There no option on the website for me., ,Spectra Blaze,0.4588,9.4,72.6,17.9,2017-05-10 11:16:00,2017-05-10 11:16:00
"Spectra Blaze | It popped up for me when I filled out all the info. It was one of the last steps, if not the last step in the return process.", ,TexR6S,0.0,0.0,100.0,0.0,2017-05-10 15:34:49,2017-05-10 15:34:49
"Man, Amazon is taking over the world. I've never seen one of those lockers before. I wish we had those out here in West Texas. Talk about a convenience.", ,Tim Kreitz Adventures,0.5267,0.0,85.0,15.0,2017-03-16 19:16:18,2017-03-16 19:16:18
You betcha. :), ,Tim Kreitz Adventures,0.4588,0.0,40.0,60.0,2017-03-23 14:36:04,2017-03-23 14:36:04
"Right Tim? They really are. I remember when they were just an online bookstore and I thought ""Pfftt... they'll never last."" HAHA! I was totally unaware of these until I had to do that return recently. Thanks for watchin dude!", ,TexR6S,-0.4214,13.700000000000001,79.3,7.000000000000001,2017-03-23 14:15:44,2017-03-23 14:15:44
"hey, we had to send something back recently, and I was pleased to fine we have 3 lockers in our area.", ,Ginja NingerMan,0.5719,0.0,78.3,21.7,2017-03-13 15:03:56,2017-03-13 15:03:56
How does it work when you have to return something? Does Amazon send you a return label that you have to print out yourself? Or how does that part of a return work?, ,sweetcanada17,0.3049,0.0,93.10000000000001,6.9,2017-11-15 12:01:11,2017-11-15 12:01:11
So convenient!, ,TexR6S,0.0,0.0,100.0,0.0,2017-03-23 14:15:55,2017-03-23 14:15:55
thats pretty dope, ,Kickin It With Krash,0.4939,0.0,38.5,61.5,2017-02-27 17:01:11,2017-02-27 17:01:11
"Yeah, they got their shit together, it seems! Thanks for dropping in!", ,TexR6S,0.2695,19.7,49.2,31.1,2017-03-03 19:40:10,2017-03-03 19:40:10
I'm always paranoid of those sites o.0 eBay and Amazon :(, ,lazy boy Rider,-0.4939,33.6,54.800000000000004,11.600000000000001,2017-02-25 19:38:31,2017-02-25 19:38:31
"I have always been wary of both, but little things like this are eating away at my cynicism LOL. Thanks for watchin!", ,TexR6S,0.849,11.0,52.6,36.4,2017-03-03 19:38:55,2017-03-03 19:38:55
we use the subscribe and save for Amazon prime. I use a dove men's soap. it smells like the stuff they make you drink for colonoscopies. lemon-esque., ,Ginja NingerMan,0.7506,0.0,74.8,25.2,2017-02-24 00:04:40,2017-02-24 00:04:40
"TexR6S Meh. I told my wife and she asked if I wanted something else. not a big deal. I just have to do it once a year, so....", ,Ginja NingerMan,-0.0772,5.6000000000000005,94.39999999999999,0.0,2017-02-24 17:24:20,2017-02-24 17:24:20
LOL! I wouldn't want to remember what that stuff smelled like. Blecchh. Amazon sure does make it easy though., ,TexR6S,0.9001,4.6,45.4,50.0,2017-02-24 17:17:54,2017-02-24 17:17:54
That's pretty cool!, ,Vegas Gurl,0.6996,0.0,14.7,85.3,2017-02-21 17:20:38,2017-02-21 17:20:38
I thought so too :-) Thanks for watchin!, ,TexR6S,0.7214,0.0,45.300000000000004,54.7,2017-02-24 17:21:51,2017-02-24 17:21:51
ooooo.....good to know your body is goona be soft. lol, ,HANG10HONDA,0.4215,0.0,76.3,23.7,2017-02-21 15:53:56,2017-02-21 15:53:56
LOL. Gonna be soft and smell yummy too <3, ,TexR6S,0.87,0.0,37.9,62.1,2017-02-24 17:22:17,2017-02-24 17:22:17
"First please don't get run over taking a pic of the bike. Second, body soap reviews? Now I don't feel so bad cutting a ride short to get a pedicure. Sheesh!! \U0001f61c pretty cool returns technology there. ""Limey"" is a curse for British folk BTW. ", ,FreeRider1959,-0.5505,19.900000000000002,65.2,15.0,2017-02-21 15:15:45,2017-02-21 17:42:29
+RideToVictory said he'd stop by to get the spots you can't reach in the shower... (lovely visual there 'eh?), ,FreeRider1959,-0.3125,16.1,83.89999999999999,0.0,2017-02-21 17:56:03,2017-02-21 17:56:03
"LOL, I had to wait through a couple of light cycles to get the shot. And yes, body soap reviews. Annnnd... I use a shower poof, or whatever the hell those fluffy shower balls are called. XD", ,TexR6S,0.7324,10.4,65.4,24.3,2017-02-21 15:52:03,2017-02-21 15:52:03
"Haha! Cool! I'll get an IG of the shirt, it's pretty cool. Thanks for watching, Terry!", ,TexR6S,0.927,0.0,43.0,56.99999999999999,2017-02-21 15:47:38,2017-02-21 15:47:38
Size matters. Must be talking about something other than his Focus... xD, ,All Things Ray,0.5994,0.0,67.10000000000001,32.9,2017-02-21 11:56:08,2017-02-21 11:56:08
"Haha, my thoughts EXACTLY. He was a little dude though. I stared him down when I went back through the parking lot because he zipped in behind me when I was backing my bike up.", ,TexR6S,0.4767,0.0,87.6,12.4,2017-02-21 15:49:13,2017-02-21 15:49:13
"Me too, dude. so convenient. And I don't even use the Prime music or movies/TV stuff. My wife does, though.", ,TexR6S,0.0,0.0,100.0,0.0,2017-02-21 15:50:07,2017-02-21 15:50:07
that's freaking awesome!!! lol that's a handy bag!, ,RosaRose23,0.7405,18.8,26.900000000000002,54.300000000000004,2017-02-21 05:57:24,2017-02-21 05:57:24
"Haha! Thank you very much! It's a very handy bag. I had a cheap POS from Tokyo Steak House and it tore the first time I used it. I found this one at Five Below! Whoot! And yeah, that Amazon thing was a trip. Hardest part was putting it in a box and taping it up. Thanks for dippin in!", ,TexR6S,0.9094,0.0,78.10000000000001,21.9,2017-02-21 06:05:12,2017-02-21 06:05:12
cool vid\u270c, ,KindaFast Cuber,0.3182,0.0,30.3,69.69999999999999,2017-02-21 05:44:41,2017-02-21 05:45:03
TexR6S \U0001f60a, ,KindaFast Cuber,0.0,0.0,100.0,0.0,2017-02-21 07:12:45,2017-02-21 07:12:45
Thanks!!! I noticed you changed your channel name a while back. I like it! Thanks for stoppin by!, ,TexR6S,0.858,0.0,55.900000000000006,44.1,2017-02-21 06:03:09,2017-02-21 06:03:09
How does it work if the package is too big for the locker?, ,Mike Malloy,0.0,0.0,100.0,0.0,2019-06-01 16:19:03,2019-06-01 16:19:03
Default address for simplistic convenience. Great service by Amazon., ,David Holt,0.7003,0.0,54.7,45.300000000000004,2019-01-27 02:18:41,2019-01-27 02:18:41
I just used it today but amazon lockers were painted Dark gray for some reason; there was no smiling amazon :-(, ,Pearl Johnson,0.2617,20.8,51.5,27.800000000000004,2019-01-23 21:07:25,2019-01-23 21:07:25
m\xe1te bal\xedk straten\xfd objedn\xe1vkov\xfd k\xf3d objedn\xe1vky & 0100138000302750075186\namazon (16394) vyber si na hermes via del commercio 3/5 20080 francolino-carpiano (mi)\namazon - n\xe1vrat - amazonka 4753/1 sered 92601\nporadie parcely 406-3435285-0073126\nmusia by\u0165 vr\xe1ten\xe9 Taliansku odosielate\u013eovi\naurelio lumia \ncez masicale da panicale 2\n21043 castiglione olona (va) taliansko\n\u010d\xedslo 3208169097 aurelio. Hovor\xedm len taliansky\nmy channel youtube https://www.youtube.com/channel/UCpLEP3OAO5DPyscdbnr5Lgw, ,auilumia,0.0,0.0,100.0,0.0,2018-12-06 11:58:26,2018-12-06 11:58:26
Please someone reply...just think out and reply me a right answer.....what happens if I post review when my product is still in AMAZON locker....is it posted as verified purchase review or its get posted as normal review..., ,Funny Moments,0.5766,0.0,87.5,12.5,2018-11-19 18:34:21,2018-11-19 18:34:21
No it will be normal review... I already tried that, ,Funny Moments,-0.296,21.6,78.4,0.0,2018-12-30 14:34:15,2018-12-30 14:34:15
Verified, ,tophatter8086,0.0,0.0,100.0,0.0,2018-12-30 14:29:02,2018-12-30 14:29:02
"Without these I wouldn\u2019t be able to shop on amazon, nifty", ,George Ibrahim,0.5267,0.0,64.5,35.5,2018-10-28 08:38:08,2018-10-28 08:38:08
we have such in Finland. but the post possesses them. they came before Amazon, ,Min\xe4 vaan,0.2617,0.0,86.4,13.600000000000001,2018-08-29 18:21:53,2018-08-29 18:21:53
Kk, ,Ampu studios,0.3612,0.0,0.0,100.0,2018-08-27 03:46:22,2018-08-27 03:46:22
"This isn't a good idea, please stop tying your company into everything", ,GLaDOS,-0.6776,45.1,54.900000000000006,0.0,2018-08-21 01:55:24,2018-08-21 01:55:24
I love it. I just used it today., ,H N,0.6369,0.0,54.300000000000004,45.7,2019-04-02 20:44:46,2019-04-02 20:44:46
It's a fantastic idea actually, ,TheVaultDweller f,0.5574,0.0,45.5,54.50000000000001,2018-12-17 16:24:39,2018-12-17 16:24:39
Please explain how this isnt a good idea?, ,Geovany Veleta,-0.0274,24.8,51.5,23.7,2018-11-29 07:14:33,2018-11-29 07:14:33
Don't we already have it in couriers' offices where we can just pick up our packages there??, ,kara m,0.0,0.0,100.0,0.0,2018-08-20 14:37:37,2018-08-20 14:37:37
"Holy shit, a mailbox.", ,Nathan Wagner,-0.5574,64.3,35.699999999999996,0.0,2018-08-19 11:12:32,2018-08-19 11:12:32
"hey amazon i want to ask a question, i live in Turkey and, is amazon shipping stuffs to Turkey? I looked for some stuffs in Amazon.com , and sometimes they are telling me ""this item ships to Turkey"", or ""this item does not ship to Turkey"". If they tell me ""this item ships to Turkey"", will really that stuff come to Turkey? Because i don't know, i really want to do shopping from amazon, i love that site \u2661", ,AliFurkan,0.8504,0.0,84.1,15.9,2018-08-16 15:28:51,2018-08-16 15:28:51
That moment when your postal service has the identical ones since 4 years, ,SPASTIZOCKT,0.0,0.0,100.0,0.0,2018-08-14 03:59:24,2018-08-14 03:59:24
"Looks pretty cool.  Good job, Jeff Bezos.", ,Chief ZP,0.8126,0.0,32.300000000000004,67.7,2018-08-14 03:01:06,2018-08-14 03:01:06
Fuck You, ,Huevo Duro702,-0.5423,77.8,22.2,0.0,2018-08-31 04:59:56,2018-08-31 04:59:56
Amazon is gonna rule the world dude, ,Mix\xf8n,0.1779,0.0,77.9,22.1,2018-08-14 01:55:19,2018-08-14 01:55:19
Nero Amazon's brand will be in every monopoly. The time will reveal., ,Mix\xf8n,0.0,0.0,100.0,0.0,2018-08-19 21:01:37,2018-08-19 21:01:54
Mix\xf8n they're taking over little by little sooner or later we will have Amazon stores everywhere., ,Leon Scott Kennedy,0.1779,0.0,89.8,10.2,2018-08-19 20:52:56,2018-08-19 20:52:56
I am first liker, ,T\xc9\xc7H\xd1\xcf\xc7\xc2L J\xda\xd1\xc7T\xcd\xd8\xd1,0.0,0.0,100.0,0.0,2018-08-14 01:24:29,2018-08-14 01:24:29
A winner is you!, ,MS,0.6239,0.0,32.800000000000004,67.2,2018-11-23 13:15:01,2018-11-23 13:15:01
"I'd like throw Jeff Bezos and his arrogant, pompous execs inside their locker. Right, I don't like him.  I don't like liars and I don't like hypocrites.", ,VIDEOHEREBOB,0.8213,9.4,53.0,37.6,2018-08-13 22:03:14,2018-08-13 22:03:14
@MultiTHEJOKER Putin is the richest man, ,Markus Williams,0.5267,0.0,59.5,40.5,2018-12-15 03:53:25,2018-12-15 03:53:25
You're ignorant because no one is not a liar. You're a hypocrite for not liking liars but you are a liar., ,Moon Debris,0.5443,19.900000000000002,49.9,30.3,2018-08-15 05:34:18,2018-08-15 05:34:18
he is still the richest man in the world so on behalf of him fuck you and you don't matter, ,MultiTHEJOKER,-0.0449,18.3,68.10000000000001,13.600000000000001,2018-08-13 23:32:18,2018-08-13 23:32:18
Used this before. It's inside local grocery stores near me. It's pretty convienient for returns definitely convienient while traveling!, ,TRY to HELP you,0.7345,0.0,73.3,26.700000000000003,2018-08-13 19:36:23,2018-08-13 19:36:23
"I can already see this becoming a problem, because it won't be long before someone figures out how to crack the app and begins opening the lockers, or the fearless nutjobs who'll use a crowbar to pry open the lockers to steal whatever's inside. Thanks, but I'll pass.", ,Matthew K. Davis,-0.0129,8.1,83.89999999999999,8.0,2018-08-13 18:14:53,2018-08-13 18:14:53
Matthew K. Davis the fact that someone would need to go in the back of the store and physically break into a storage at any time of the day seems to be very far fetched.  They seem to put them in high traffic areas like supermarkets. Plus how many doors there are to open. So at that point its just a guessing game.   It seems like too much work and too much risk for a reward that may not even be there or be worthless., ,Geovany Veleta,0.5719,5.5,84.89999999999999,9.6,2018-11-29 07:13:18,2018-11-29 07:13:18
"no it wont, in America, we just shoot them if they do shit like that", ,Pao Xiong,-0.6908,37.8,50.7,11.5,2018-11-14 14:54:10,2018-11-14 14:54:10
"@Matthew K. Davis  Wouldn't a fearless nutjob be way more likely to hit someone over the head with their crowbar, then steal their car and purse/wallet before going somewhere that has cameras and foot traffic?", ,Charles Montague,-0.6814,14.899999999999999,85.1,0.0,2018-09-19 19:16:53,2018-09-19 19:16:53
"It's more secure than the current solution of dropping your package  by the front door, and I didn't like the idea of giving the house keys to Amazon so they can leave the package inside the house. Amazon has a guarantee program that insures the deliver of your package or your money back.", ,Abdul Fourteia,0.8031,6.0,72.39999999999999,21.5,2018-08-14 16:10:35,2018-08-14 16:10:35
